,dataset,tpot_auc,tpot_acc
0,blood-transfusion-service-center.csv,0.664091,0.764706
1,credit-g.csv,0.667945,0.764000
2,kr-vs-kp.csv,0.9975550122249388,0.9974968710888611
3,monks-problems-2.csv,1.0,1.0
4,diabetes.csv,0.7477286493034525,0.765625
5,qsar-biodeg.csv,0.8179208593123032,0.8598484848484849
6,steel-plates-fault.csv,1.0,1.0
7,tic-tac-toe.csv,1.0,1.0
8,wdbc.csv,0.9855730427764327,0.986013986013986
9,hill-valley.csv,0.9342105263157895,0.933993399339934
